imdbId,tvdbId,tmdbId
tt0104941,234352,274515
tt0495034,17815,19670
tt0832958,120849,148340
tt0169348,207500,169371
tt0056668,114401,183889
tt0481278,218498,157251
tt0117285,55888,167626
tt0084545,,196844
tt0298513,106961,196840
tt0266079,102288,156635
tt0777808,37435,18383
tt0068993,53067,149169
tt0765451,20888,18613
tt0061028,77679,279543
tt0380277,38635,18475
tt0069676,185437,280129
tt1206283,,16928
tt0257475,138939,274586
tt0211317,244023,275725
tt1863201,18081,194121
tt0491772,,23782
tt0079220,,149358
tt0065871,87902,280132
tt0032619,,238645
tt0026525,55892,169267
tt0058982,125530,158867
tt0070311,119582,274931
tt0213815,220021,184588
tt0246052,,279301
tt2389486,194033,238165
tt2368768,50420,148893
tt2162737,116794,193267
tt0246177,248223,279359
tt0168154,,238630
tt0050422,179571,148193
tt0962711,17886,14878
tt0065182,105646,168348
tt0163425,239133,279767
tt0197722,,237785
tt0050627,184853,185169
tt0048821,,195586
tt1347513,77168,23729
tt2542544,220897,196986
tt0117155,,169012
tt0246169,,279360
tt1680123,17993,158426
tt1531628,161373,168768
tt1594972,7347,276905
tt3425772,15795,236368
tt0049144,140048,185366
tt2243629,188849,149576
tt3344712,271322,276146
tt2172085,155719,236330
tt2102509,47753,159124
tt1137994,76092,19369
tt0076951,154917,158039
tt0164456,118237,158251
tt3467462,170750,276945
tt0021039,,275502
tt1244730,65063,193297
tt0126405,94194,238743
tt0193645,125529,157252
tt0175786,,276103
tt0460756,49313,16863
tt5214214,,1575640
tt0261082,109279,195015
tt1937303,,1490607
tt0168249,125905,193596
tt39180884,,1683263
tt6933238,,1492640
tt0085830,112816,72826
tt0040862,29852,70136
tt1454603,66467,48962
tt0019071,30217,52679
tt0497137,3954,5488
tt1932708,62293,72067
tt0113736,97287,72302
tt0061593,186983,69789
tt0050720,34280,52196
tt1508675,8032,73532
tt0073207,43561,71851
tt0080057,5338,7219
tt0082106,100272,67079
tt0072777,90352,71756
tt0093093,91817,52780
tt0271543,41408,52273
tt0067868,117583,70541
tt0086013,45176,66881
tt0022775,67075,72338
tt0061075,20530,4879
tt0064747,19005,55152
tt0080671,78272,69716
tt0058265,20263,53021
tt0023993,90673,52228
tt0167757,212856,52938
tt0148508,24606,62589
tt0244084,107339,72717
tt0071275,12504,5482
tt0078312,65712,52913
tt1694518,38018,52768
tt0067324,46741,62437
tt0052716,117144,62671
tt0211390,104635,72280
tt0099965,182802,70458
tt0215466,,48386
tt0063642,30125,52959
tt0152800,214138,68925
tt0050439,35637,62033
tt0085420,74148,52112
tt1137455,31236,7177
tt0021960,226387,486221
tt0180659,128475,55120
tt0051997,110652,62458
tt0430275,124081,62747
tt0108010,213115,55148
tt0348046,256535,484576
tt0041133,69593,72542
tt0353261,36738,66454
tt0185239,,722446
tt1543493,138996,52552
tt0045194,52275,53022
tt0248928,,55256
tt0202891,243241,621156
tt1551620,94973,52632
tt1259609,76296,72136
tt0441279,,727460
tt0969325,212765,52157
tt0039502,23906,52844
tt1621983,156456,69534
tt0320421,,66369
tt0429060,191810,66397
tt0211634,68820,54959
tt0316649,162422,7273
tt0337619,255861,621994
tt0044166,42552,68976
tt0070927,196978,62610
tt0038172,63808,52827
tt1388444,35923,69515
tt2017704,73021,71572
tt0415748,,71578
tt0135752,,686221
tt1087623,,724327
tt0119296,,54938
tt0123041,79675,52600
tt8220362,300582,552182
tt0008999,203455,663434
tt0014504,205116,521583
tt0101079,,727720
tt0411165,123795,5495
tt0188423,241503,486251
tt7394636,10356,487364
tt8386844,297761,524350
tt7411370,185475,484922
tt0015176,225190,620967
tt7237148,,550376
tt9028138,300414,550986
tt9057938,173983,666646
tt11375840,,666978
tt0082852,232725,674590
tt8801582,175929,665762
tt11464016,149202,664601
tt0822388,,52248
tt10577318,,727006
tt0190255,86920,52790
tt0060108,,676120
tt6625252,,548565
tt1350909,79884,52189
tt0473480,,522412
tt1453250,,62293
tt0048329,,72552
tt1636826,1491,57214
tt0181051,213113,55133
tt0245837,31701,54986
tt0033110,72189,43819
tt0119512,38687,53119
tt0457748,213144,55326
tt0379380,94947,43998
tt0087589,64242,56821
tt0058088,79641,5744
tt1244754,6117,45094
tt0057523,38772,44916
tt0029923,20520,43841
tt0181050,123175,55132
tt0032410,37871,43810
tt0112302,14230,45325
tt1672104,294022,492410
tt0084116,36401,53234
tt0078963,109441,53648
tt0194104,69658,49325
tt0032718,118137,43815
tt0036431,40680,45220
tt0053316,54626,4455
tt1285240,75251,53354
tt1426361,75850,43738
tt1365490,42771,56853
tt0019936,211820,44670
tt0074089,,436492
tt0122445,245795,565042
tt0093680,178911,533894
tt0169364,213373,56949
tt1034419,30587,43817
tt0181182,90993,55119
tt0407522,102612,56976
tt0044898,,445191
tt0067621,208901,564783
tt1147770,213383,57017
tt0054396,65054,56260
tt0145690,57141,445379
tt0759952,212899,53203
tt0285487,91540,55018
tt0106443,211801,44544
tt0080828,26626,57104
tt1431261,285531,444938
tt1235790,60701,57211
tt2693152,201428,452594
tt0016331,,453149
tt0177226,68604,49304
tt0085951,33705,49239
tt0047278,103267,55380
tt0026810,245990,565000
tt0345855,213076,54902
tt0045259,213150,55381
tt1459013,24706,45017
tt0059922,246122,450232
tt1513914,83913,45170
tt2934192,213433,57432
tt0186731,172113,572079
tt0194026,90905,55166
tt0123271,96071,56993
tt0052070,213362,56865
tt0052187,111783,44586
tt0012048,224664,531035
tt0008321,94828,451729
tt0018357,,564608
tt0027614,227108,406843
tt4118864,,494226
tt0423608,174425,495134
tt5553318,286214,451873
tt5954088,39183,444713
tt0228243,171195,534290
tt6211538,103546,452176
tt0204814,184612,445518
tt0901509,,56893
tt0178252,240146,446600
tt6360332,58729,437783
tt5665256,75758,438500
tt5431284,204,550506
tt5690360,350,439015
tt6782422,,493473
tt7020700,207127,444013
tt0128299,236124,572810
tt1172187,211703,43732
tt6586440,119551,492390
tt6400614,21950,450594
tt7094488,46002,534081
tt7254868,85477,493981
tt0415116,80406,44619
tt31050020,353,567604
tt7689940,23941,493110
tt0018249,197426,438663
tt8520966,22550,531492
tt9000302,139687,572468
tt0089578,233261,441244
tt9349770,33698,565156
tt5827790,138786,438396
tt8961624,18494,566215
tt1769296,,56416
tt0295249,108256,57551
tt1091822,,563546
tt7187578,,442218
tt0119901,36668,33799
tt0432267,17613,20499
tt0306909,26781,33171
tt0062861,134202,2994
tt0045296,10092,1810
tt1073549,167113,253007
tt0054594,15321,17984
tt0109731,23868,17961
tt0065797,40415,17978
tt0020538,50684,187284
tt0025957,59780,188728
tt1874522,156386,253988
tt0275623,81349,20429
tt0404364,25034,20521
tt0028310,114905,188729
tt0090583,10279,18169
tt0060991,30501,33445
tt0074605,24032,33324
tt0061758,21506,33642
tt0119630,28844,25224
tt0050306,17433,33668
tt0047021,96416,199253
tt0077541,27280,18735
tt0031143,33823,18851
tt0807956,34805,18152
tt0142157,189113,299555
tt0114794,84026,200011
tt0071212,17691,33801
tt0042419,,328434
tt0046023,,199443
tt0036009,84024,180114
tt0028993,89521,337970
tt2927086,40043,181051
tt2653804,53320,181930
tt0820141,265719,254100
tt0436595,36324,18085
tt4119030,81345,301016
tt0983990,76907,199408
tt0126438,36780,300438
tt0810760,151626,186844
tt1132135,104115,33664
tt0457630,220222,187271
tt28151657,,1251608
tt0186980,241338,253948
tt0366522,62410,34133
tt0178033,131264,301490
tt0244624,135323,187915
tt0051777,122438,187567
tt0314292,,252742
tt0196106,22451,32834
tt31474611,,335957
tt0148846,123078,181285
tt0243440,113775,199501
tt1102297,273159,300300
tt0307385,33379,30140
tt2089788,68406,205401
tt0180779,132866,336108
tt0114412,92108,200038
tt0417735,,340722
tt0035464,168635,188279
tt0390649,78043,33329
tt0036116,,340061
tt2088775,169705,18715
tt0246743,,200419
tt0291847,50787,200986
tt2842470,77779,187442
tt3359808,,330641
tt0431924,143792,332852
tt1202522,78886,20389
tt0138647,44594,32947
tt0221558,198111,33443
tt0254254,248965,338468
tt0048600,96438,204994
tt0046399,56637,279800
tt2630028,107712,181647
tt0179774,61138,301489
tt1858725,270045,252760
tt0089577,192358,330097
tt4258292,24091,300983
tt3305316,11911,254200
tt0359729,257416,338133
tt4083850,9975,334304
tt0326861,,336332
tt2345772,,1255667
tt0261849,,1250166
tt0027179,,299194
tt0095292,,329169
tt0810410,,25358
tt0096049,51445,337705
tt0078458,,332350
tt0013135,224831,299950
tt0341332,256070,300019
tt0397524,63159,25439
tt2048698,171751,332520
tt30624170,,1248783
tt31158596,,1246992
tt0466444,,1249932
tt31540621,,1249236
tt0072845,,252966
tt0074285,4084,7340
tt1405365,7591,84184
tt0228333,4520,10016
tt0091635,1165,10068
tt0082176,3165,9589
tt0348536,120746,72948
tt0248667,8518,8489
tt0045294,88719,90770
tt2011953,21690,84290
tt0011741,50027,94522
tt0065979,52641,95556
tt0108101,8844,10445
tt0210681,64780,95663
tt0447999,24230,10026
tt0117420,3754,9103
tt1490675,205924,72807
tt0020198,96223,95348
tt0443289,47332,91152
tt0444112,21135,10051
tt1825974,166259,73222
tt0048994,201373,95216
tt0110545,290177,96428
tt2013243,92010,87112
tt0060872,90171,84823
tt0110976,187127,95636
tt0031599,215318,91464
tt0161825,165152,95457
tt1002740,127366,73244
tt0172761,77763,84321
tt0011178,,943570
tt0371675,63522,9998
tt0056939,29100,73068
tt0020080,106869,84712
tt1907731,17308,84317
tt0092969,60571,100269
tt0057695,75128,87248
tt0377334,,912374
tt0090992,71547,101054
tt2175671,,84240
tt0280015,74521,105203
tt0216823,76915,91049
tt1906398,159392,73655
tt1381413,28173,72843
tt0325752,,912410
tt0365516,,728519
tt0071992,38030,90949
tt0371921,,1051121
tt2624928,,90551
tt0035434,55358,100523
tt2187195,70286,104636
tt1149597,76576,72707
tt0159708,,953610
tt0906607,,1000294
tt0041882,98464,90955
tt0056302,57804,101183
tt0346488,107211,86972
tt1527119,61520,86781
tt0044194,198577,95492
tt1886526,187484,73315
tt1899216,,886099
tt14618000,,1002104
tt0877717,162069,87154
tt0009824,,1011486
tt0095194,148984,86677
tt0100188,38897,90869
tt0197886,,1011002
tt5752916,,904684
tt0346870,,1009204
tt0323774,178889,104765
tt4308324,,999090
tt5973838,,954870
tt0028327,,880012
tt7521308,,1008285
tt0008415,,1008730
tt1876252,,88546
tt0189825,,1048444
tt0016429,,885854
tt0399048,185254,84703
tt0222096,179224,8853
tt0041104,,1003183
tt14702348,,1007867
tt14954636,,846094
tt0069531,,887881
tt10360808,,906270
tt21404804,,1002470
tt5006026,,1050248
tt11531182,,890138
tt22877110,,869059
tt14946978,,879689
tt16969060,,880320
tt26736481,,1005533
tt14941348,,845611
tt0277184,178516,84688
tt1289829,88854,72630
tt22043560,,1044727
tt15281990,,1003491
tt16449890,,1001740
tt37678610,,846575
tt7889878,,1000553
tt0355484,,999488
tt0054377,27042,36878
tt0169145,79690,47144
tt0106258,30461,36796
tt0060675,6784,4710
tt0858411,25624,40912
tt0103959,60705,27070
tt0254703,69347,46943
tt0026529,16404,43896
tt1028576,6275,39486
tt0044072,212098,46872
tt0076749,1921,46853
tt0010203,223272,437822
tt0084565,21714,42135
tt1653823,,39531
tt0060959,12712,46919
tt0085297,41296,42106
tt0021985,41473,41062
tt0835876,171797,41092
tt0075997,144100,409730
tt0388011,259182,437168
tt0099902,25286,41821
tt0104570,20582,40789
tt1509636,17693,46920
tt0091200,211576,42024
tt0421528,75839,40938
tt0090110,31134,42045
tt0390418,25529,27069
tt0035361,54837,43783
tt0408970,40389,40976
tt0388351,49461,40851
tt0173193,,393153
tt0024124,69460,36499
tt0064413,178051,418849
tt5174962,201583,366640
tt0228149,212093,46848
tt0074229,165175,412907
tt0089813,118517,40982
tt0472654,169860,40811
tt0099179,233933,437873
tt0846069,101460,270249
tt0834043,265970,412645
tt0094288,59132,40752
tt0051516,45202,41253
tt1198339,104247,46856
tt0280071,,368425
tt7955940,,437165
tt0805328,,437392
tt0099717,233973,391076
tt0047660,,363998
tt0020128,,468335
tt6262700,,391429
tt0407031,211564,41919
tt0076104,90426,41384
tt1260596,162584,36407
tt0056703,66670,41039
tt1076822,287004,419689
tt0407918,78916,41222
tt0044920,54278,393123
tt0240869,110848,46922
tt1954539,283244,418001
tt3204144,12579,270343
tt0249946,,437844
tt0475290,1899,270487
tt0078051,,412006
tt6150184,128721,391267
tt0038415,48525,271114
tt0348209,201366,363735
tt1594943,,41178
tt0432307,261447,270992
tt5333110,40751,377158
tt6449626,165300,393380
tt5160928,15497,393732
tt2254110,103588,392269
tt5597012,166647,394351
tt5281414,29571,379040
tt3551450,159626,417477
tt5869620,195128,411040
tt6139026,51752,437743
tt3763790,113531,378442
tt8970178,,413645
tt6471264,2287,437670
tt5991206,42912,412363
tt4498604,45838,366981
tt5170810,13730,365995
tt3463106,4793,469721
tt0203433,160573,363611
tt1487926,,270498
tt0487052,175956,41096
tt6057322,54343,420276
tt0330240,268226,408201
tt0038558,228532,367018
tt1935166,283413,419710
tt0105847,33207,365895
tt4977790,284961,437705
tt0238469,202604,409925
tt0358090,257290,470877
tt4284084,147638,436786
tt0445949,,380678
tt0170421,240230,471215
tt1040034,,437391
tt1558576,45866,29776
tt0055831,17090,26190
tt0057071,29844,17691
tt0118576,202360,287177
tt0114934,47845,173510
tt0072926,3629,20187
tt1010055,33712,24561
tt0113538,13367,37108
tt0466771,28369,24701
tt0047677,5776,28696
tt1148770,52057,17008
tt0057537,67466,170343
tt0119987,24481,29825
tt0942384,8297,17483
tt0101531,40597,28553
tt0063121,16598,17657
tt0075016,29483,29694
tt0063599,16629,17665
tt0190508,122661,169496
tt0215545,28397,24664
tt0418484,43939,203139
tt0102820,8389,20289
tt0030974,50797,200997
tt0078921,207305,286658
tt0011294,145127,175317
tt1087851,42134,16994
tt0899138,35241,20263
tt0060056,195508,286926
tt0077225,74271,259075
tt0042772,53496,202688
tt0196221,43582,17122
tt2636178,30237,171826
tt0023640,145349,28637
tt0082602,32025,37174
tt0106323,75846,29806
tt1082599,18037,24421
tt0086142,95280,202239
tt1170399,43811,20295
tt0094930,111002,25762
tt0023946,94330,372271
tt0030169,52073,25887
tt0339072,60707,20125
tt4321314,279786,372955
tt0293608,157552,371996
tt0206004,168885,287027
tt0342648,256167,246606
tt0219175,71793,258562
tt0105310,98650,171603
tt0012645,50604,175339
tt0225233,140442,37090
tt0061641,,286451
tt0083238,102364,29862
tt0041348,,258652
tt3021456,272079,287193
tt0073811,231944,373650
tt0096027,,298374
tt1800373,109998,175659
tt0055179,190886,176604
tt3369096,143386,258913
tt1694021,3447,244316
tt2338864,24229,204384
tt2996932,39800,203780
tt2342269,99799,171950
tt3362590,32577,259000
tt0321688,,257806
tt3686278,107373,297190
tt0044887,157905,247997
tt3328716,14294,286875
tt3644610,57949,286995
tt2901962,81049,257668
tt0050316,,171026
tt0025167,226805,286585
tt2048824,69840,297462
tt3696808,181629,298085
tt0179795,121590,299131
tt0059425,59784,203888
tt0219876,166878,171568
tt2380390,150608,339999
tt4047350,32960,296941
tt4778602,60898,373878
tt4780842,51542,372985
tt0052145,171694,247822
tt0070829,178921,257831
tt1285152,203597,25845
tt4594936,191571,338553
tt0078161,112689,169931
tt0169688,113017,245701
tt2308985,,373504
tt0049675,55932,174860
tt0029485,124798,203219
tt0062930,230989,370737
tt2631126,,200278
tt1619016,62449,204240
tt1633359,182177,338969
tt4216808,111235,338376
tt0088404,181701,287323
tt0110287,73351,175121
tt0103723,58656,204825
tt2907640,21423,297755
tt1440292,5711,49020
tt0026249,29829,58905
tt1568923,119516,58772
tt0425743,26468,41497
tt0119506,20907,35796
tt1343704,32011,32679
tt1454505,19179,58764
tt0040765,38385,41131
tt0098691,9164,41244
tt0117438,4915,3595
tt0780514,,58847
tt0102722,26788,5048
tt0117873,166102,41221
tt0062477,59085,54011
tt0052933,44617,40957
tt0034946,77643,53779
tt0431641,19553,5890
tt0263728,17830,30379
tt0074226,18816,40955
tt1438535,36846,54083
tt0105019,33791,5899
tt0114323,9965,32646
tt0039313,78930,35955
tt0796813,,50592
tt1391137,15557,35688
tt1718801,16302,53844
tt0076097,86891,54194
tt0143757,170117,359230
tt0386669,22125,57709
tt0123976,77015,58865
tt0110900,78284,57944
tt0118441,108820,53952
tt0107772,234578,358425
tt0307683,43325,48866
tt0027117,,588950
tt0041873,204078,326977
tt0014391,225049,542698
tt0241687,81365,54218
tt1139804,41465,57779
tt0133049,191390,327756
tt0095867,34707,50560
tt0181275,213653,59014
tt1305656,121264,57931
tt0064111,71818,54006
tt5271198,295476,505362
tt1780796,116053,57958
tt0358012,257282,505303
tt0477472,,57746
tt0303313,66647,40920
tt0085755,31932,32665
tt0026892,,413030
tt0034192,183450,327027
tt0047507,60997,41030
tt1615136,116169,58033
tt0347007,256465,587555
tt0065238,80388,327357
tt0199434,242841,326556
tt2016857,,490311
tt1139399,,328089
tt0191664,40128,54265
tt1838507,,328391
tt1662557,15404,50475
tt0252829,190004,504812
tt1907699,278271,354762
tt0150260,,327510
tt4857946,,353795
tt5842624,12279,413198
tt4473356,,354397
tt4529128,57755,353726
tt5570606,,488782
tt5595422,,413414
tt3384870,30213,328820
tt3162154,,490577
tt5990926,108513,413192
tt5270810,36728,413953
tt3142468,,413843
tt2374787,,327107
tt7057496,6652,488623
tt0079435,213624,58825
tt1130089,213615,58731
tt3695154,189687,451809
tt0152793,,506270
tt10415842,,505227
tt9660174,295507,505735
tt9472078,21689,575830
tt0122506,235701,488682
tt0067230,57688,48860
tt0105696,234421,353945
tt1893269,71739,490794
tt8311958,12025,504592
tt9386884,33053,576032
tt0325100,,576760
tt0086076,183361,446000
tt6728264,33574,575728
tt1322337,295547,506172
tt9592190,303550,579983
tt4595198,,353796
tt0454287,,489623
tt6159054,,505179
tt0218939,,589292
tt0421715,1508,4922
tt1748122,1587,83666
tt0170705,9748,8056
tt0429230,112815,61661
tt1412386,4056,74534
tt2063011,24330,83706
tt2028530,13249,83660
tt0154870,157798,80436
tt0416960,41552,75404
tt0441297,64646,49256
tt0119452,34024,69274
tt0449061,6699,7515
tt0030297,,499210
tt0471957,42594,53296
tt0378848,73914,49322
tt0109517,24317,73587
tt1039960,20569,69335
tt0068805,30688,50627
tt0048401,65140,60966
tt1787660,13537,75301
tt0207350,49821,74583
tt0072887,49742,68971
tt0110223,212434,49698
tt0086545,,68757
tt0047505,97309,74753
tt0076242,57768,74822
tt0098139,137754,84028
tt0377042,105217,61493
tt0853244,52459,73196
tt0042303,52468,75539
tt0465737,62882,84089
tt0298810,43161,75009
tt0099631,,838874
tt0071732,,493023
tt0068963,78386,83461
tt0190684,214324,72929
tt0468521,75145,61476
tt0261435,49826,74502
tt1527818,149584,75353
tt0046991,52331,61002
tt1381418,6160,73500
tt0480459,65526,83887
tt0365393,110743,50608
tt0055059,106995,73059
tt0012366,224710,492913
tt0248953,49565,50492
tt1214974,157437,74612
tt0040651,49884,80090
tt0250682,86870,50736
tt0170595,214749,80164
tt1884431,127307,73350
tt0105530,38534,80380
tt0061419,70729,4937
tt1712046,80944,68363
tt0240559,41502,49285
tt0023706,49818,74484
tt0404496,75976,68028
tt0108576,49737,68164
tt0041534,204276,73558
tt1854552,67713,80212
tt1907717,212573,50693
tt0324675,,748880
tt1320355,169058,68190
tt0123136,,748070
tt2520828,193860,74574
tt1020874,52523,80290
tt0304176,73018,74662
tt0834948,78060,71764
tt0155610,238393,681712
tt0215016,,716327
tt0080748,103143,61039
tt0130823,236346,494051
tt0165399,245833,680517
tt0019354,225987,492044
tt0087945,15341,68171
tt5647464,,834420
tt0022188,226426,680263
tt0280661,,744602
tt1185595,163330,83999
tt0227591,,749950
tt0140683,,484094
tt0094397,112330,75516
tt0150639,238020,484727
tt10340618,183214,614712
tt1974211,,74892
tt13150634,164099,746351
tt12239858,139102,730303
tt0008254,224159,610740
tt6451346,307645,614259
tt12530960,136518,732230
tt11847834,144681,613743
tt13182756,,804827
tt13896250,,728494
tt0106921,212870,53005
tt5533938,,614630
tt10192704,,802803
tt5752258,,802056
tt0317819,,838550
tt0312818,,75557
tt0095174,4759,10675
tt0307987,2460,10147
tt0213905,75519,101338
tt0089822,1324,10157
tt0021653,70793,89812
tt0480083,131321,7456
tt0120399,2838,10155
tt1454609,187074,73840
tt1398029,77143,73889
tt0060192,59457,74190
tt0113097,14961,10525
tt0095799,37919,9252
tt0182508,75636,77332
tt0052583,154608,76863
tt0024916,61179,77198
tt1386925,13449,74471
tt1814614,2072,74018
tt1827356,,76955
tt0078889,214387,74369
tt0066986,97365,92273
tt0460778,37459,76820
tt0060349,23952,76745
tt0117036,,105700
tt0080958,52474,73841
tt1680105,13837,85993
tt1715752,206650,73865
tt0082439,65684,105418
tt0076485,39900,105662
tt0184691,,1014945
tt0107823,8949,74004
tt0272305,,1014182
tt1937292,61741,77186
tt0079007,21265,105419
tt0112533,49950,86524
tt0037593,30780,101591
tt0074365,127260,86571
tt0275278,104993,73695
tt0184625,,737461
tt0077620,215108,86103
tt0010236,,942343
tt0067191,103104,86042
tt0082526,191252,86259
tt0000950,,943955
tt0087815,88577,105488
tt0183641,207225,76936
tt0169190,,86353
tt0082699,37522,74289
tt0011981,,943349
tt0227055,117477,74386
tt1327003,163162,74175
tt0039508,,945633
tt1630061,41451,89670
tt0048132,164273,89148
tt0242622,42295,86444
tt0329380,84642,73665
tt1562563,63432,89593
tt0327153,78869,76842
tt0087658,101553,73879
tt0451733,,768519
tt2083123,153387,91319
tt0233385,101705,105540
tt5344460,,739923
tt1846526,29500,76808
tt0167879,,892533
tt5597882,,770425
tt0043367,,945420
tt0144777,,86388
tt3552236,,915109
tt0156569,,945872
tt0316502,,912560
tt1503091,,895394
tt12987838,139510,736759
tt13206808,,955351
tt0021837,,1013827
tt13229894,332351,890980
tt15029754,,893514
tt16377380,,913826
tt1826720,77221,101725
tt21235352,,959439
tt18294880,,944870
tt15387504,,866319
tt18329324,,914041
tt1255905,71973,86229
tt15137580,,944058
tt21968374,,1014887
tt8110900,,942624
tt23050220,,1054741
tt19246408,,1056177
tt15747042,,891024
tt9347654,,916538
tt3985606,,956326
tt4367172,,941960
tt12754820,351527,894958
tt15214386,,913433
tt11207270,,1054972
tt14504496,,891075
tt0140666,,772228
tt23865918,,1057265
tt0119875,,105819
tt0180424,,1017578
tt0076417,21503,44699
tt1329457,10570,31900
tt1399683,1922,39013
tt0418092,85265,44401
tt0082912,20765,42148
tt1305871,41915,31688
tt0097045,69030,32680
tt0065591,35144,27371
tt0073279,,42259
tt0080556,34859,42158
tt0059362,35642,42744
tt0029232,227326,266684
tt1422675,32282,26693
tt0132483,236481,267421
tt0053841,41898,42541
tt0039752,124890,267346
tt0046829,80129,44526
tt0039543,53878,268265
tt0055562,32822,31254
tt0028478,27539,27115
tt0057710,24439,27197
tt0139388,30695,44388
tt0063105,29432,32388
tt0208422,243766,268217
tt0040753,52088,26616
tt0161036,247711,327518
tt0066474,231303,444235
tt0004257,,401747
tt0067141,211609,42494
tt0085138,117540,312800
tt0315775,74129,31284
tt0385568,78914,32566
tt0083799,,313582
tt0080645,29145,40102
tt0012125,54284,395448
tt0314087,,369558
tt0099996,,32591
tt0271580,32554,31142
tt0313573,150334,31176
tt0209211,83726,271890
tt0367942,,445329
tt0265244,,267229
tt0116875,,271340
tt0450126,,423440
tt0037901,48872,369420
tt0105075,56594,271795
tt1102308,143498,327560
tt0200177,66676,367431
tt0428038,24147,31048
tt1346961,34434,39563
tt0019072,,423738
tt0295750,252910,396280
tt0447538,262331,322861
tt0087045,126020,367161
tt2317414,275343,322839
tt0076170,99685,36767
tt0122496,,325968
tt0105775,126913,271670
tt0198876,,396272
tt3885676,120263,312913
tt0085999,,327693
tt0453172,158270,31328
tt0309078,253620,267485
tt1587685,51217,272923
tt3591950,,266069
tt2576858,80190,311029
tt3886006,59144,327231
tt5830242,,398184
tt4040888,106138,310507
tt4278174,114438,312752
tt4816152,182579,395962
tt1312245,271087,273920
tt4997398,18990,369860
tt5719232,103373,442236
tt6043072,1596,424651
tt6544850,18588,441834
tt0069233,21701,36885
tt6263312,286781,425953
tt0022658,226493,423843
tt0085460,96567,274418
tt0130761,68207,36988
tt4938292,134158,424583
tt5612576,12572,445203
tt4648732,110268,397512
tt1362076,211762,44319
tt0232581,246999,396339
tt3907394,56590,271717
tt0345817,,39613
tt0359738,,323055
tt0210840,243983,366678
tt0064829,231157,396273
tt1355564,168908,326990
tt1027760,45712,36790
tt6735022,113661,369582
tt0053114,10851,31217
tt0100588,116112,267427
tt4161036,118895,442117
tt0291153,179566,271459
tt2245346,281714,397457
tt2721208,,39735
tt0071677,61711,77647
tt0065974,69502,77333
tt0057248,30024,107248
tt0337876,6808,10740
tt1830499,,77460
tt0094025,3373,10859
tt1286802,178005,78273
tt0119889,14926,10593
tt1663321,12624,78206
tt0120177,4283,10336
tt1428464,107003,107436
tt0054095,76757,102165
tt0051534,44007,77960
tt1754367,25384,103689
tt0837786,71752,101990
tt0051090,45057,103199
tt0113057,30042,102461
tt0063169,61547,108512
tt0279890,,1082839
tt0398373,11856,10257
tt1410248,55178,78174
tt0089613,111835,78268
tt0046260,55428,108565
tt0800183,70333,102678
tt0045246,214530,77685
tt0108369,40720,78340
tt0407342,79566,78293
tt0050135,65988,106833
tt0082854,41352,107067
tt0071721,82707,77765
tt0013640,,1027890
tt0088393,44921,107319
tt0289415,36465,77518
tt0039866,185163,77718
tt0154117,60918,107974
tt0109285,140315,77341
tt0054717,152237,77335
tt0175552,,1064003
tt0087789,60361,108241
tt1990216,9386,102629
tt0332743,77212,102428
tt2113007,34488,78192
tt0442610,215776,101834
tt0078133,104000,102841
tt1865503,148358,77884
tt0466398,,779991
tt2613012,71261,107590
tt1650056,91118,77716
tt0118127,55439,107743
tt0069497,91657,78089
tt0093847,126500,106669
tt0075754,69355,78140
tt1386503,88571,103145
tt0119952,75336,77514
tt0094297,,106528
tt1784739,,1067132
tt0250655,,1020618
tt0104719,37736,105825
tt2085806,215855,103276
tt0170143,,1034840
tt1153115,88566,77480
tt0440036,,1029767
tt1018765,6666,10317
tt0036691,216079,107651
tt1786497,96154,74410
tt0972362,121521,107980
tt8187840,,773984
tt0398718,,1019162
tt11853512,,1020270
tt13615386,144698,774372
tt12994844,,742596
tt0016504,,1080735
tt13056008,246268,740925
tt6925460,,1024935
tt21214900,,1031248
tt21617828,,1063123
tt15920912,,1025805
tt0101691,59042,102510
tt8814476,343856,1081003
tt22865284,,1022072
tt27005395,,1018941
tt15515450,,1083410
tt21935486,,1077101
tt24154416,,1025438
tt22651844,,1024298
tt22179810,,1026913
tt29632851,,1020784
tt27664399,,1086683
tt16997704,,1027271
tt12616964,,1078862
tt26687699,,1084758
tt29690089,,1025402
tt8120072,,782836
tt23857646,,1058629
tt13935594,,1085399
tt26761313,,742059
tt26911927,,1085066
tt10713340,,744750
tt21976226,,1020958
tt0070948,7392,4923
tt0106185,27613,91390
tt2323565,34862,54457
tt1855199,4238,77016
tt0416773,39841,85430
tt1748179,2944,75638
tt0051433,27080,61564
tt0073594,28900,48855
tt0089735,76925,81466
tt0104082,104586,48995
tt1524138,,491086
tt0145010,52488,76287
tt0045563,57751,76140
tt0234263,105934,91136
tt1668200,7857,53457
tt0059091,107039,75608
tt1346281,66280,81230
tt0067446,11064,77029
tt0100457,191874,85408
tt0017739,61361,76804
tt0494969,,81389
tt0120414,55241,85242
tt0097383,28174,84981
tt0092130,82457,76350
tt0177195,106404,81247
tt0051221,30333,54541
tt0097001,22960,53150
tt0115895,105271,49104
tt0025591,61957,48890
tt1946269,22710,91052
tt0046003,,85840
tt0079822,67435,75759
tt0105025,139259,534105
tt0374358,16761,54427
tt0038430,215051,85267
tt0082816,52480,75596
tt0048322,181141,490454
tt0067282,83561,81509
tt0257289,60545,81219
